	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
3887	-	True	144127	2020_11_20	64	FPÖ	Abgeordneter Christian Hafenecker, MA (FPÖ)	False	Wenn ich mir anschaue, was da so passiert, würde es mich nicht wundern, wenn die Firmen Uber, Bolt oder wie sie alle heißen vielleicht auf der einen oder anderen Spen­denliste der ÖVP oder der Grünen stehen, denn eines muss ich schon sagen: Ein Gesetz so dermaßen umzubauen und zweckzuentfremden – da kann nur ein solcher Animo da­hinter stehen. Wir wissen ja im Übrigen auch, dass Kanzler Kurz sich gerne im Silicon Valley aufhält und dort bei großen Silicon-Valley-Konzernen Hof hält und gleichzeitig mit dem Lock­down ein Silicon-Valley-Unternehmen massiv gefördert hat, nämlich Amazon. Auf der anderen Seite machen wir jetzt noch eine Lex Uber, eine Lex Bolt und wie sie auch alle heißen mögen.	False	True	False	False	False	0	Wenn ich mir anschaue, was da so passiert, würde es mich nicht wundern, wenn die Firmen Uber, Bolt oder wie sie alle heißen vielleicht auf der einen oder anderen Spen­denliste der ÖVP oder der Grünen stehen, denn eines muss ich schon sagen: Ein Gesetz so dermaßen umzubauen und zweckzuentfremden – da kann nur ein solcher Animo da­hinter stehen. Wir wissen ja im Übrigen auch, dass Kanzler Kurz sich gerne im Silicon Valley aufhält und dort bei großen Silicon-Valley-Konzernen Hof hält und gleichzeitig mit dem Lock­down ein Silicon-Valley-Unternehmen massiv gefördert hat, nämlich Amazon. Auf der anderen Seite machen wir jetzt noch eine Lex Uber, eine Lex Bolt und wie sie auch alle heißen mögen.
4432	+	False	145812	2020_12_10	69	ÖVP	Abgeordneter Nico Marchetti (ÖVP)	True	Sie könnten anfangen, gegen eine Generation Corona zu kämpfen, indem Sie die jungen Menschen dazu ermutigen und davon überzeugen, dass es sinn­voll ist, zu testen, damit wir schneller aus der Krise kommen und sie mehr Chancen haben.	False	False	False	True	False	2	Sie könnten anfangen, gegen eine Generation Corona zu kämpfen, indem Sie die jungen Menschen dazu ermutigen und davon überzeugen, dass es sinn­voll ist, zu testen, damit wir schneller aus der Krise kommen und sie mehr Chancen haben.
2327	+	False	121077	2020_10_15	58	ÖVP	Abgeordneter Andreas Minnich (ÖVP)	True	Selbstverständlich ist die Entwicklung nötiger Medikamente und eines Impfstoffs ein Teil dieser Lösung.	False	False	True	False	False	2	Selbstverständlich ist die Entwicklung nötiger Medikamente und eines Impfstoffs ein Teil dieser Lösung.
3380	+	False	156592	2020_12_21	75	ÖVP	Abgeordnete Gabriela Schwarz (ÖVP)	True	Der Lockdown hat geholfen.	False	True	False	False	False	2	Der Lockdown hat geholfen.
347	+	False	37168	2020_04_22	24	ÖVP	Abgeordnete Tanja Graf (ÖVP)	True	Ich danke hier auch allen Österreicherinnen und Österreichern, die uns dabei unter­stützt haben und so vieles auf sich nehmen, die Masken tragen, zu Ostern zu Hause geblieben sind und auch weiterhin zu Hause bleiben.	True	False	False	False	False	2	Ich danke hier auch allen Österreicherinnen und Österreichern, die uns dabei unter­stützt haben und so vieles auf sich nehmen, die Masken tragen, zu Ostern zu Hause geblieben sind und auch weiterhin zu Hause bleiben.
3823	+	True	82569	2020_06_18	38	SPÖ	Abgeordneter Maximilian Lercher (SPÖ)	False	Mir geht es darum, über Vertrauen zu sprechen, weil Vertrauen letztlich ja auch das ist, wovon wir in der parlamentarischen Zusammenarbeit leben. Ich kann mich gut daran erinnern, wie wir im Wirtschaftsausschuss zusammengekom­men sind, als der Lockdown passiert ist, und alle Oppositionsparteien – NEOS, FPÖ, SPÖ – mit der Einstellung hineingegangen sind: Wir wollen etwas Gutes für diesen Staat leisten, wir wollen etwas Gutes für die Bürgerinnen und Bürger tun! Wir waren alle von dem Elan getragen, dass die Initiativen, die wir einbringen, auch gehört werden und dass sie zumindest auch bedacht werden.	False	True	False	False	False	2	Mir geht es darum, über Vertrauen zu sprechen, weil Vertrauen letztlich ja auch das ist, wovon wir in der parlamentarischen Zusammenarbeit leben. Ich kann mich gut daran erinnern, wie wir im Wirtschaftsausschuss zusammengekom­men sind, als der Lockdown passiert ist, und alle Oppositionsparteien – NEOS, FPÖ, SPÖ – mit der Einstellung hineingegangen sind: Wir wollen etwas Gutes für diesen Staat leisten, wir wollen etwas Gutes für die Bürgerinnen und Bürger tun! Wir waren alle von dem Elan getragen, dass die Initiativen, die wir einbringen, auch gehört werden und dass sie zumindest auch bedacht werden.
3280	+	True	154004	2020_12_11	71	ÖVP	Abgeordnete Mag. Romana Deckenbacher (ÖVP)	True	Die Digitalisierung hat tagtäglich Einfluss auf unser Leben, auf die Art und Weise, wie wir kommunizieren, wie wir arbeiten, aber auch wie wir miteinander lernen. Das war gerade im Homeschooling, im Distancelearning für alle am Schulleben Beteiligten eine sehr große Herausforderung. An dieser Stelle möchte ich mich an die Kolleginnen und Kollegen der NEOS, vor allem an Kollegen Eypeltauer – den ich gerade nicht sehe – wenden: Bitte hören Sie auf, im­mer wieder den öffentlichen Dienst und die großartige Arbeit der Kolleginnen und Kol­legen zu diffamieren!	False	False	False	False	True	2	Die Digitalisierung hat tagtäglich Einfluss auf unser Leben, auf die Art und Weise, wie wir kommunizieren, wie wir arbeiten, aber auch wie wir miteinander lernen. Das war gerade im Homeschooling, im Distancelearning für alle am Schulleben Beteiligten eine sehr große Herausforderung. An dieser Stelle möchte ich mich an die Kolleginnen und Kollegen der NEOS, vor allem an Kollegen Eypeltauer – den ich gerade nicht sehe – wenden: Bitte hören Sie auf, im­mer wieder den öffentlichen Dienst und die großartige Arbeit der Kolleginnen und Kol­legen zu diffamieren!
635	-	False	172852	2021_02_24	85	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Sie rühmen aber gleichzeitig Ihr dreifaches Sicherheitsnetz an den Schulen mit Zwangsmaske, Zwangstests und Schichtbetrieb.	True	False	False	True	False	0	Sie rühmen aber gleichzeitig Ihr dreifaches Sicherheitsnetz an den Schulen mit Zwangsmaske, Zwangstests und Schichtbetrieb.
555	+	True	191743	2021_04_09	95	ÖVP	Bundesminister für Finanzen Mag. Gernot Blümel, MBA	True	Hohes Haus! Seit ein paar Tagen wird vor allem innerhalb der Freiheitlichen Partei über die Maskenpflicht im Hohen Haus diskutiert. Ich kann Ihnen sagen, die Maske der Opposition im Untersuchungsausschuss, die ist bereits gefallen.	True	False	False	False	False	2	Hohes Haus! Seit ein paar Tagen wird vor allem innerhalb der Freiheitlichen Partei über die Maskenpflicht im Hohen Haus diskutiert. Ich kann Ihnen sagen, die Maske der Opposition im Untersuchungsausschuss, die ist bereits gefallen.
1229	+	True	200390	2021_05_03	101	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Dr. Wolfgang Mückstein	True	Die bisherigen wissenschaftlichen Erkenntnisse betreffend die Schutzwirkung der zugelassenen Impfstoffe machen es möglich, diesen erfreulichen Schritt zu setzen. Daran hängen natürlich auch viele Detailfragen, etwa: Ab wann gilt die Impfung? Wie lang gilt sie?	False	False	True	False	False	2	Die bisherigen wissenschaftlichen Erkenntnisse betreffend die Schutzwirkung der zugelassenen Impfstoffe machen es möglich, diesen erfreulichen Schritt zu setzen. Daran hängen natürlich auch viele Detailfragen, etwa: Ab wann gilt die Impfung? Wie lang gilt sie?
2251	+	False	191382	2021_03_26	93	SPÖ	Abgeordneter Dr. Christoph Matznetter (SPÖ)	False	Spätestens nach den Ausführungen des Abgeordneten Krainer war auch klar – wenn man sich das Handeln der letzten zwölf Monate nur punktuell ansieht –: Das Schlimmste wäre, wenn das eintritt, was du dir wünschst, Peter Haubner, nämlich dass er bleibt , denn es heißt zwar das Virus, aber da hätte man einen Finanzminister gebraucht, der nicht verlangt, dass der Rechtsanspruch für die Unternehmer aus dem § 32 Epidemiegesetz herausgenommen wird, der nicht in den Ministerratsvortrag hineinschreibt: „bis zu 200 Millionen Euro“, und dann fehlen uns eine Dreiviertelmillion Impfdosen von Johnson & Johnson für eine Dreiviertelmillion Österreicherinnen und Österreicher!	False	False	True	True	False	2	Spätestens nach den Ausführungen des Abgeordneten Krainer war auch klar – wenn man sich das Handeln der letzten zwölf Monate nur punktuell ansieht –: Das Schlimmste wäre, wenn das eintritt, was du dir wünschst, Peter Haubner, nämlich dass er bleibt , denn es heißt zwar das Virus, aber da hätte man einen Finanzminister gebraucht, der nicht verlangt, dass der Rechtsanspruch für die Unternehmer aus dem § 32 Epidemiegesetz herausgenommen wird, der nicht in den Ministerratsvortrag hineinschreibt: „bis zu 200 Millionen Euro“, und dann fehlen uns eine Dreiviertelmillion Impfdosen von Johnson & Johnson für eine Dreiviertelmillion Österreicherinnen und Österreicher!
2216	+	False	23839	2020_02_27	12	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Zum anderen: Dieses internationale Miteinander zeigt uns auch, dass Kooperation zwischen den Ländern auch große Hoffnungen weckt, denn je schneller, je mehr und je enger wir zusammenarbeiten, desto eher können wir eine Lösung für diese Heraus­forderung, die das Coronavirus bringt, finden, desto eher wird es wohl auch einen Impfstoff geben.	False	False	True	False	False	2	Zum anderen: Dieses internationale Miteinander zeigt uns auch, dass Kooperation zwischen den Ländern auch große Hoffnungen weckt, denn je schneller, je mehr und je enger wir zusammenarbeiten, desto eher können wir eine Lösung für diese Heraus­forderung, die das Coronavirus bringt, finden, desto eher wird es wohl auch einen Impfstoff geben.
3149	+	True	109573	2020_10_07	53	ÖVP	Abgeordnete Gabriela Schwarz (ÖVP) (zur Geschäftsbehandlung)	True	Wenn ich mich hier im Plenarsaal so umschaue, dann gibt es viele – nämlich Gott sei Dank die Überzahl –, die zu Recht besorgt sind und mit gutem Beispiel vorangehen. Ich habe draußen auf den Gängen aber einige getroffen, die diesen Mund-Nasen-Schutz nicht tragen , und ich frage mich schon, warum das so ist. Das sind nämlich genau diejenigen, die verharmlosen, die damit unsere Gesundheit gefährden und die damit unsere Wirtschaft gefährden.	True	False	False	False	False	2	Wenn ich mich hier im Plenarsaal so umschaue, dann gibt es viele – nämlich Gott sei Dank die Überzahl –, die zu Recht besorgt sind und mit gutem Beispiel vorangehen. Ich habe draußen auf den Gängen aber einige getroffen, die diesen Mund-Nasen-Schutz nicht tragen , und ich frage mich schon, warum das so ist. Das sind nämlich genau diejenigen, die verharmlosen, die damit unsere Gesundheit gefährden und die damit unsere Wirtschaft gefährden.
2330	+	False	61620	2020_05_26	32	NEOS	Abgeordneter Dr. Helmut Brandstätter (NEOS)	False	Thera­pien und Impfungen gegen Covid-19 werden dringend benötigt, Erkenntnisse aus der Grundlagenforschung sind für diese Suche von fundamentaler Bedeutung.	False	False	True	False	False	2	Thera­pien und Impfungen gegen Covid-19 werden dringend benötigt, Erkenntnisse aus der Grundlagenforschung sind für diese Suche von fundamentaler Bedeutung.
727	+	True	180854	2021_03_24	89	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Und jetzt kommt das große Aber: Im Bezirk Schwaz haben sich gesunde 20-Jährige impfen lassen. Im Bezirk Schwaz haben sich auch Menschen impfen lassen – und das waren sehr viele –, die bereits Antikörper haben, die die Krankheit erfolgreich und ohne Komplikationen überstanden haben. Man hat dann diese Impfdosen an jene Personen verimpft, aber in meiner Heimatgemeinde ist erst letzte Woche oder vor zehn Tagen die Bevölkerung über 80 Jahre geimpft worden.	False	False	True	False	False	2	Und jetzt kommt das große Aber: Im Bezirk Schwaz haben sich gesunde 20-Jährige impfen lassen. Im Bezirk Schwaz haben sich auch Menschen impfen lassen – und das waren sehr viele –, die bereits Antikörper haben, die die Krankheit erfolgreich und ohne Komplikationen überstanden haben. Man hat dann diese Impfdosen an jene Personen verimpft, aber in meiner Heimatgemeinde ist erst letzte Woche oder vor zehn Tagen die Bevölkerung über 80 Jahre geimpft worden.
4977	o	True	194668	2021_04_21	97	SPÖ	Abgeordneter Rudolf Silvan (SPÖ)	False	Diese Lobeshymnen der ÖVP kann ich also nicht ganz nachvollziehen. Es gibt aber auch bei anderen Dingen ein nicht ganz nachvollziehbares und durchschaubares Vorgehen der Bundesregierung, wie zum Beispiel bei den Kostenersätzen für Coronatests. Da hat die Regierung offensichtlich gewürfelt: Firmen, die Tests durchführen, erhalten einen anderen Kostenersatz als Apotheken, die Tests durchführen.	False	False	False	True	False	1	Diese Lobeshymnen der ÖVP kann ich also nicht ganz nachvollziehen. Es gibt aber auch bei anderen Dingen ein nicht ganz nachvollziehbares und durchschaubares Vorgehen der Bundesregierung, wie zum Beispiel bei den Kostenersätzen für Coronatests. Da hat die Regierung offensichtlich gewürfelt: Firmen, die Tests durchführen, erhalten einen anderen Kostenersatz als Apotheken, die Tests durchführen.
446	-	False	141093	2020_11_20	64	FPÖ	Abgeordneter Mag. Gerald Hauser (FPÖ)	False	Wie soll ich stundenlang mit Schülern mit einer Maske kommunizieren?	True	False	False	False	False	0	Wie soll ich stundenlang mit Schülern mit einer Maske kommunizieren?
2882	o	True	160019	2021_01_13	76	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Die Hälfte der Bevölkerung dieses Landes aber will das, und diesen Menschen soll es auch ermöglicht werden. Da fängt jetzt meine Kritik an, Herr Bundesminister, und diese Kritik werden Sie sich gefallen lassen müssen, zu dem, was Sie und heute auch eine Kollegin der Grünen hier gesagt haben: Es gibt einen Impfplan, und der wird auf Punkt und Beistrich eingehalten. – Genau darin liegt das Problem.	False	False	True	False	False	1	Die Hälfte der Bevölkerung dieses Landes aber will das, und diesen Menschen soll es auch ermöglicht werden. Da fängt jetzt meine Kritik an, Herr Bundesminister, und diese Kritik werden Sie sich gefallen lassen müssen, zu dem, was Sie und heute auch eine Kollegin der Grünen hier gesagt haben: Es gibt einen Impfplan, und der wird auf Punkt und Beistrich eingehalten. – Genau darin liegt das Problem.
1697	-	False	159520	2021_01_13	76	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Dort wird zwar millionenfach in einem Wahnsinnstempo geimpft, aber das Ergebnis sind Infektionszahlen, die durch die Decke gehen, und ein ganz, ganz tiefes Drinstecken im Lockdown.	False	True	True	False	False	0	Dort wird zwar millionenfach in einem Wahnsinnstempo geimpft, aber das Ergebnis sind Infektionszahlen, die durch die Decke gehen, und ein ganz, ganz tiefes Drinstecken im Lockdown.
322	+	False	156610	2020_12_21	75	ÖVP	Abgeordnete Gabriela Schwarz (ÖVP)	True	Ich möchte auch weiterhin auf die Solidarität pochen, die wir dem Gesundheitssystem und unseren Mitmenschen entgegenbringen können: Halten wir Abstand, tragen wir Masken, waschen wir uns die Hände, lassen wir uns testen!	True	False	False	True	True	2	Ich möchte auch weiterhin auf die Solidarität pochen, die wir dem Gesundheitssystem und unseren Mitmenschen entgegenbringen können: Halten wir Abstand, tragen wir Masken, waschen wir uns die Hände, lassen wir uns testen!
3413	o	True	149635	2020_12_10	69	SPÖ	Abgeordnete Mag. Dr. Petra Oberrauner (SPÖ)	False	Die Banken warten leider nicht, und auch wenn der Finanzminister mit jeder Bank konferiert hat, gibt es trotzdem Basel III, das heißt, trotzdem werden diese Regeln eingehalten. Es gibt auch zahlreiche Firmen – Bäckereien etwa, Fleischereien und Wäschereien –, die zwar vom Lockdown nicht betroffen sind, aber von der Tourismuswirtschaft abhängig sind. Das heißt, sie bekommen, weil sie ja nicht geschlossen haben, keinen Ersatz, können aber trotzdem nicht arbeiten, weil ihre Auftraggeber, die Betriebe im Tourismus, nicht existieren.	False	True	False	False	False	1	Die Banken warten leider nicht, und auch wenn der Finanzminister mit jeder Bank konferiert hat, gibt es trotzdem Basel III, das heißt, trotzdem werden diese Regeln eingehalten. Es gibt auch zahlreiche Firmen – Bäckereien etwa, Fleischereien und Wäschereien –, die zwar vom Lockdown nicht betroffen sind, aber von der Tourismuswirtschaft abhängig sind. Das heißt, sie bekommen, weil sie ja nicht geschlossen haben, keinen Ersatz, können aber trotzdem nicht arbeiten, weil ihre Auftraggeber, die Betriebe im Tourismus, nicht existieren.
3645	o	True	142708	2020_11_20	64	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Vor zehn Tagen wurde im Gesund­heitsausschuss über den Antrag, eine Verlängerung der telefonischen Krankschreibung für alle zu ermöglichen, beratschlagt. Zur Erinnerung: Im Frühjahr schuf die Österreichische Gesundheitskasse im Rahmen des Lockdowns die Möglichkeit einer telefonischen Krankschreibung, um die Hot­line 1450 zu entlasten und den persönlichen Kontakt und dadurch weitere Ansteckungen zu minimieren – eine sinnvolle Aktion, wie ich finde, wobei man betonen muss, dass Hausärzte bisher schon die Patientinnen und Patienten, die sie gut kennen, telefonisch krankschreiben konnten. Ja, gibt’s denn das?, werden manche sich jetzt fragen: Die ÖGK ist so flexibel?	False	True	False	False	False	1	Vor zehn Tagen wurde im Gesund­heitsausschuss über den Antrag, eine Verlängerung der telefonischen Krankschreibung für alle zu ermöglichen, beratschlagt. Zur Erinnerung: Im Frühjahr schuf die Österreichische Gesundheitskasse im Rahmen des Lockdowns die Möglichkeit einer telefonischen Krankschreibung, um die Hot­line 1450 zu entlasten und den persönlichen Kontakt und dadurch weitere Ansteckungen zu minimieren – eine sinnvolle Aktion, wie ich finde, wobei man betonen muss, dass Hausärzte bisher schon die Patientinnen und Patienten, die sie gut kennen, telefonisch krankschreiben konnten. Ja, gibt’s denn das?, werden manche sich jetzt fragen: Die ÖGK ist so flexibel?
990	+	False	185272	2021_03_25	91	ÖVP	Abgeordnete Mag. Elisabeth Scheucher-Pichler (ÖVP)	True	Wir vom Hilfswerk haben auch einen Impfshuttle eingerichtet, ja, natürlich, und ich bin wirklich froh darüber, dass wir da auf einem guten Weg sind.	False	False	True	False	False	2	Wir vom Hilfswerk haben auch einen Impfshuttle eingerichtet, ja, natürlich, und ich bin wirklich froh darüber, dass wir da auf einem guten Weg sind.
224	+	False	174181	2021_02_24	85	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	14 Millionen Stück FFP2-Masken stehen als Kontingent für die Sozialeinrichtungen der Länder zur Verfügung.	True	False	False	False	False	2	14 Millionen Stück FFP2-Masken stehen als Kontingent für die Sozialeinrichtungen der Länder zur Verfügung.
3805	+	True	157724	2020_12_21	75	ÖVP	Bundeskanzler Sebastian Kurz	True	– Das kann doch nicht unser Weg sein! Und zu guter Letzt, Herr Klubobmann Kickl, nachdem wir auch einmal gemeinsam in diesem Land regiert haben, eine Frage – Sie waren selber in der Regierung –: Glauben Sie wirklich, es ist populär für eine Regierung, den Leuten zu sagen, dass es einen Lockdown gibt? Glauben Sie wirklich, es ist populär für eine Regierung, den Menschen zu sagen, dass sie nicht in den Handel einkaufen gehen dürfen?	False	True	False	False	False	2	– Das kann doch nicht unser Weg sein! Und zu guter Letzt, Herr Klubobmann Kickl, nachdem wir auch einmal gemeinsam in diesem Land regiert haben, eine Frage – Sie waren selber in der Regierung –: Glauben Sie wirklich, es ist populär für eine Regierung, den Leuten zu sagen, dass es einen Lockdown gibt? Glauben Sie wirklich, es ist populär für eine Regierung, den Menschen zu sagen, dass sie nicht in den Handel einkaufen gehen dürfen?
2775	+	True	199180	2021_04_22	99	SPÖ	Abgeordnete Katharina Kucharowits (SPÖ)	False	Diese Barrierefreiheit gibt es nämlich bis heute nicht, obwohl wir dazu verpflichtet sind, auch vonseiten der Europäischen Union, weil wir Teil der UN-Behindertenrechtskonvention sind, uns dieser verpflichtet haben. Immer noch erleben wir aber die Tatsache – jetzt auch sehr aktuell –, dass Menschen mit Behinderungen nicht die Möglichkeit haben, 1450 zu kontaktieren und gerade in der Coronakrise nicht die Möglichkeit haben, sich zu Impfungen anzumelden! Das ist wirklich fatal.	False	False	True	False	False	2	Diese Barrierefreiheit gibt es nämlich bis heute nicht, obwohl wir dazu verpflichtet sind, auch vonseiten der Europäischen Union, weil wir Teil der UN-Behindertenrechtskonvention sind, uns dieser verpflichtet haben. Immer noch erleben wir aber die Tatsache – jetzt auch sehr aktuell –, dass Menschen mit Behinderungen nicht die Möglichkeit haben, 1450 zu kontaktieren und gerade in der Coronakrise nicht die Möglichkeit haben, sich zu Impfungen anzumelden! Das ist wirklich fatal.
456	-	False	177451	2021_03_24	89	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Der dritte seltsame Zufall ist, dass diese Firma, die Hygiene Austria, die man jetzt beim Umetikettieren erwischt hat und bei der die Schwarzarbeit nur so geblüht hat, einer der großen Profiteure der FFP2-Maskenpflicht ist, einer Maskenpflicht, die es neben Österreich nur noch in Bayern gibt; und dort ist man jetzt draufgekommen, dass der Ehemann Ihres Spezls, des Herrn Spahn, des deutschen Gesundheitsministers, der große Profiteur gewesen ist – also ein Schelm, wer Böses dabei denkt!	True	False	False	False	False	0	Der dritte seltsame Zufall ist, dass diese Firma, die Hygiene Austria, die man jetzt beim Umetikettieren erwischt hat und bei der die Schwarzarbeit nur so geblüht hat, einer der großen Profiteure der FFP2-Maskenpflicht ist, einer Maskenpflicht, die es neben Österreich nur noch in Bayern gibt; und dort ist man jetzt draufgekommen, dass der Ehemann Ihres Spezls, des Herrn Spahn, des deutschen Gesundheitsministers, der große Profiteur gewesen ist – also ein Schelm, wer Böses dabei denkt!
2380	-	False	159721	2021_01_13	76	ÖVP	Abgeordneter Dr. Josef Smolle (ÖVP)	True	Dabei gibt es einen weiteren Aspekt: Man kann noch nicht sagen, ob Geimpfte die Erkrankung möglicherweise doch weitergeben können.	False	False	True	False	False	0	Dabei gibt es einen weiteren Aspekt: Man kann noch nicht sagen, ob Geimpfte die Erkrankung möglicherweise doch weitergeben können.
2886	+	False	180119	2021_03_24	89	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Ich finde es auch sehr beachtlich, dass Impfkonzerne da extrem intensiv kooperieren, jetzt auch bei der Arbeitsteilung hin in Richtung Produktion, Abfüllung, Auslieferung – auch da gibt es schon die ersten Zusammenschlüsse.	False	False	True	False	False	2	Ich finde es auch sehr beachtlich, dass Impfkonzerne da extrem intensiv kooperieren, jetzt auch bei der Arbeitsteilung hin in Richtung Produktion, Abfüllung, Auslieferung – auch da gibt es schon die ersten Zusammenschlüsse.
3725	o	True	194098	2021_04_21	97	ÖVP	Abgeordnete Tanja Graf (ÖVP)	True	Lockdown eins: Das ist in Ordnung! Lockdown zwei: Der geht zu lange! Im Bundesrat wird alles blockiert.	False	True	False	False	False	1	Lockdown eins: Das ist in Ordnung! Lockdown zwei: Der geht zu lange! Im Bundesrat wird alles blockiert.
3461	-	True	191288	2021_03_26	93	FPÖ	Abgeordneter Mag. Gerald Hauser (FPÖ)	False	So geht es nicht, das ist eine scheinheilige Politik! Und jetzt zur Politik in Summe: Geschätzte Minister, euer Dauerlockdown, der ist doch schon längst gescheitert, das wisst ihr doch selber! Die Kollateralschäden sind doch immens groß , angefangen bei Kindern bis hin zu den Pensionisten, bis hin zu den Verwandten und Bekannten in Alten- und Pflegeheimen, die wir nicht besuchen können, bis hin zur Wirtschaft, die am Hungertuch nagt, bis hin zur Bevölkerung, die vom Arbeitslosengeld leben muss.	False	True	False	False	False	0	So geht es nicht, das ist eine scheinheilige Politik! Und jetzt zur Politik in Summe: Geschätzte Minister, euer Dauerlockdown, der ist doch schon längst gescheitert, das wisst ihr doch selber! Die Kollateralschäden sind doch immens groß , angefangen bei Kindern bis hin zu den Pensionisten, bis hin zu den Verwandten und Bekannten in Alten- und Pflegeheimen, die wir nicht besuchen können, bis hin zur Wirtschaft, die am Hungertuch nagt, bis hin zur Bevölkerung, die vom Arbeitslosengeld leben muss.
4531	-	False	107235	2020_09_23	51	NEOS	Abgeordnete Mag. Martina Künsberg Sarre (NEOS)	False	Was es vielleicht gibt, ist maximale Verwirrung, maximale Verunsicherung durch verschiede­ne Ampeln in den verschiedenen Ministerien, die auch verschiedene Farben haben, eine unklare Teststrategie – und an den Schulen überhaupt keine stringenten Lösungen.	False	False	False	True	False	0	Was es vielleicht gibt, ist maximale Verwirrung, maximale Verunsicherung durch verschiede­ne Ampeln in den verschiedenen Ministerien, die auch verschiedene Farben haben, eine unklare Teststrategie – und an den Schulen überhaupt keine stringenten Lösungen.
1220	-	False	123867	2020_11_17	62	ÖVP	Bundesminister für Finanzen Mag. Gernot Blümel, MBA	True	Ab heute gilt in Österreich ein verschärfter Lockdown, die Auswirkungen auf das gesell­schaftliche und wirtschaftliche Leben sind beträchtlich.	False	True	False	False	False	0	Ab heute gilt in Österreich ein verschärfter Lockdown, die Auswirkungen auf das gesell­schaftliche und wirtschaftliche Leben sind beträchtlich.
3526	-	True	159413	2021_01_13	76	SPÖ	Abgeordneter Philip Kucher (SPÖ)	False	Er sagt auch, er wäre der starke Krisenmanager – aber in der eigenen Regierung zählt sein Wort dann nichts? Er sagt auch, es werde wahrscheinlich keinen Lockdown geben – und wenn dann der Lockdown da ist, sagt er: Ich habe es eh schon immer gewusst! Irgendetwas stimmt also bei Sebastian Kurz offensichtlich nicht.	False	True	False	False	False	0	Er sagt auch, er wäre der starke Krisenmanager – aber in der eigenen Regierung zählt sein Wort dann nichts? Er sagt auch, es werde wahrscheinlich keinen Lockdown geben – und wenn dann der Lockdown da ist, sagt er: Ich habe es eh schon immer gewusst! Irgendetwas stimmt also bei Sebastian Kurz offensichtlich nicht.
2314	+	True	159866	2021_01_13	76	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Das nationale Impfgremium hat einen sehr durchdachten Plan präsentiert, an den sich jetzt keiner hält; und Sie sitzen da mit einer Tiefenentspannung, weil es ja nicht an Ihnen liegt, das machen ja jetzt die Länder – und Ihnen ist es schnurzpiepegal. Es ist normal, dass Klubobmann Kickl hier heraußen steht und die Leute gerne in Panik versetzt, Sie leisten allerdings auch Ihren Beitrag dazu: Wenn Sie ins Fernsehen gehen und sagen: Das am 27.12. war ein Probeimpfen! , dann müssen sich die Menschen ja wie Versuchskaninchen vorkommen.	False	False	True	False	False	2	Das nationale Impfgremium hat einen sehr durchdachten Plan präsentiert, an den sich jetzt keiner hält; und Sie sitzen da mit einer Tiefenentspannung, weil es ja nicht an Ihnen liegt, das machen ja jetzt die Länder – und Ihnen ist es schnurzpiepegal. Es ist normal, dass Klubobmann Kickl hier heraußen steht und die Leute gerne in Panik versetzt, Sie leisten allerdings auch Ihren Beitrag dazu: Wenn Sie ins Fernsehen gehen und sagen: Das am 27.12. war ein Probeimpfen! , dann müssen sich die Menschen ja wie Versuchskaninchen vorkommen.
5090	+	False	187581	2021_03_25	91	SPÖ	Abgeordnete Mag. Karin Greiner (SPÖ)	False	Zur aktuellen Situation: Ich möchte mich namens unserer Fraktion bei allen vom Bundesheer, die jetzt so aktiv zur Bekämpfung der Coronapandemie beitragen – sei es bei Teststraßen, bei Kontrolltätigkeiten, oder denken wir an die Fiebermessungen früher oder daran, dass sie im Supermarkt geholfen haben, die Waren einzuschlichten –, wirklich herzlich bedanken.	False	False	False	True	False	2	Zur aktuellen Situation: Ich möchte mich namens unserer Fraktion bei allen vom Bundesheer, die jetzt so aktiv zur Bekämpfung der Coronapandemie beitragen – sei es bei Teststraßen, bei Kontrolltätigkeiten, oder denken wir an die Fiebermessungen früher oder daran, dass sie im Supermarkt geholfen haben, die Waren einzuschlichten –, wirklich herzlich bedanken.
